Standard Order,Actual Value(Y),Fitted Value(y_hat2),Residual
70.0,42.0,41.77026661017507,0.2297333898249292
71.0,59.0,45.19453048088056,13.805469519119441
72.0,40.8,41.198346639808356,-0.39834663980835927
73.0,36.3,42.76836516318902,-6.46836516318902
74.0,20.0,16.207623421714615,3.792376578285385
75.0,54.4,43.09506090071922,11.30493909928078
76.0,29.5,35.974027431916795,-6.474027431916795
77.0,36.8,41.37509553552701,-4.575095535527012
78.0,25.6,29.982914729511293,-4.382914729511292
79.0,29.8,41.83960032179419,-12.039600321794186
80.0,26.5,35.576807732507255,-9.076807732507255
81.0,40.3,41.97729535632076,-1.6772953563207622
82.0,36.8,43.107855909465236,-6.307855909465239
83.0,48.1,44.75533147540508,3.3446685245949226
84.0,17.7,26.190206603210076,-8.490206603210076
85.0,43.7,43.06802428254485,0.6319757174551555
86.0,50.8,43.38982467107926,7.410175328920737
87.0,27.0,35.27934683617624,-8.279346836176238
88.0,18.3,16.319662354079423,1.980337645920578
89.0,48.0,35.63785980046104,12.362140199538963
90.0,25.3,17.18124668215991,8.118753317840092
91.0,45.4,43.86152034085873,1.5384796591412666
92.0,43.2,35.66991449630355,7.530085503696455
93.0,21.8,27.91673758927026,-6.116737589270258
94.0,16.1,37.52672668839333,-21.42672668839333
95.0,41.0,44.63431519482992,-3.6343151948299166
96.0,51.8,45.090290701471574,6.7097092985284235
97.0,59.5,45.19453048088056,14.305469519119441
98.0,34.6,41.3675284777409,-6.767528477740896
99.0,51.0,43.75033542576421,7.249664574235787
100.0,62.2,45.19453048088056,17.005469519119444
101.0,38.2,38.84536566398594,-0.6453656639859346
102.0,32.9,44.615942204236,-11.715942204236
103.0,54.4,44.44560642630133,9.954393573698667
104.0,45.7,44.33808449004301,1.3619155099569937
105.0,30.5,43.00146467464386,-12.501464674643863
106.0,71.0,43.723661910170755,27.276338089829245
107.0,47.1,44.47513683300137,2.6248631669986295
108.0,26.6,35.974027431916795,-9.374027431916794
109.0,34.1,41.54865711679046,-7.448657116790457
110.0,28.4,30.257071702199667,-1.8570717021996686
111.0,51.6,45.090290701471574,6.509709298528428
112.0,39.4,44.423582802358965,-5.023582802358966
113.0,23.1,30.583493660383866,-7.483493660383864
114.0,7.6,42.99554828119056,-35.39554828119056
115.0,53.3,44.806865898508114,8.493134101491883
116.0,46.4,40.492642249711444,5.907357750288554
117.0,12.2,-0.5987102525169021,12.798710252516901
118.0,13.0,15.370061960386963,-2.3700619603869626
119.0,30.6,34.35035614497608,-3.750356144976081
120.0,59.6,43.75033542576421,15.849664574235788
121.0,31.3,42.276817949106174,-10.976817949106174
122.0,48.0,42.276817949106174,5.723182050893826
123.0,32.5,42.83805616774775,-10.338056167747752
124.0,45.5,44.50482773104218,0.9951722689578233
125.0,57.4,43.82406122620199,13.575938773798008
126.0,48.6,44.44560642630133,4.15439357369867
127.0,62.9,40.00772891978178,22.892271080218215
128.0,55.0,43.06379849470825,11.936201505291749
129.0,60.7,44.94373451156054,15.75626548843946
130.0,41.0,44.27677534546194,-3.2767753454619424
131.0,37.5,41.962402340862255,-4.462402340862255
132.0,30.7,30.257071702199667,0.44292829780033216
133.0,37.5,42.345612816495226,-4.845612816495226
134.0,39.5,43.13982273448317,-3.639822734483168
135.0,42.2,44.49365143360185,-2.2936514336018448
136.0,20.8,38.522310392931914,-17.722310392931913
137.0,46.8,43.01509917655694,3.78490082344306
138.0,47.4,43.53431843833074,3.8656815616692555
139.0,43.5,39.007187412603486,4.492812587396514
140.0,42.5,42.276817949106174,0.2231820508938256
141.0,51.4,43.75033542576421,7.649664574235786
142.0,28.9,34.523882868391766,-5.623882868391767
143.0,37.5,41.19930523062195,-3.6993052306219525
144.0,40.1,42.276817949106174,-2.176817949106173
145.0,28.4,35.974027431916795,-7.574027431916797
146.0,45.5,42.574471289805075,2.925528710194925
147.0,52.2,44.50482773104218,7.695172268957826
148.0,43.2,42.29387796076753,0.9061220392324714
149.0,45.1,18.396587330715313,26.70341266928469
150.0,39.7,44.54822429910192,-4.848224299101915
151.0,48.5,44.611568996751544,3.8884310032484564
152.0,44.7,43.03540605149677,1.6645939485032315
153.0,28.9,35.974027431916795,-7.074027431916797
154.0,40.9,43.119654564729245,-2.2196545647292467
155.0,20.7,16.319662354079423,4.3803376459205765
156.0,15.6,16.207623421714615,-0.6076234217146155
157.0,18.3,36.66689251475282,-18.366892514752816
158.0,35.6,39.92609111410603,-4.326091114106028
159.0,39.4,43.01509917655694,-3.6150991765569387
160.0,37.4,39.92609111410603,-2.5260911141060305
161.0,57.8,45.49078594926348,12.309214050736514
162.0,39.6,41.37509553552701,-1.775095535527008
163.0,11.6,16.319662354079423,-4.719662354079423
164.0,55.5,45.090290701471574,10.409709298528426
165.0,55.2,44.50482773104218,10.695172268957826
166.0,30.6,36.87143546062961,-6.271435460629611
167.0,73.6,43.723661910170755,29.87633808982924
168.0,43.4,43.45432984457747,-0.05432984457747381
169.0,37.4,42.110655672236454,-4.710655672236456
170.0,23.5,31.598721214549546,-8.098721214549546
171.0,14.4,12.97113035295071,1.4288696470492912
172.0,58.8,43.06379849470825,15.736201505291746
173.0,58.1,45.19453048088056,12.905469519119443
174.0,35.1,42.93294867003694,-7.8329486700369415
175.0,45.2,42.713941169747116,2.4860588302528868
176.0,36.5,42.42247146600107,-5.92247146600107
177.0,19.2,12.636407869766956,6.563592130233044
178.0,42.0,44.53643944173598,-2.536439441735979
179.0,36.7,37.540473752106486,-0.8404737521064831
180.0,42.6,42.66446626448299,-0.06446626448298787
181.0,15.5,13.54059865469113,1.9594013453088692
182.0,55.9,44.38526313458548,11.51473686541452
183.0,23.6,30.257071702199667,-6.657071702199666
184.0,18.8,16.207623421714615,2.5923765782853856
185.0,21.8,26.857785222311705,-5.057785222311704
186.0,21.5,35.34116141954992,-13.84116141954992
187.0,25.7,29.982914729511293,-4.282914729511294
188.0,22.0,23.49755405602615,-1.49755405602615
189.0,44.3,44.471352577903154,-0.17135257790315706
190.0,20.5,16.319662354079423,4.180337645920577
191.0,42.3,41.37383847439191,0.9261615256080873
192.0,37.8,40.40437709572897,-2.604377095728971
193.0,42.7,45.43320949921414,-2.7332094992141407
194.0,49.3,42.79062480380897,6.50937519619103
195.0,29.3,18.459730869535125,10.840269130464876
196.0,34.6,42.50288343736368,-7.902883437363677
197.0,36.6,40.71057206154114,-4.110572061541141
198.0,48.2,44.931117423079165,3.268882576920838
199.0,39.1,44.706889960086215,-5.606889960086214
200.0,31.6,42.571580267055886,-10.971580267055884
201.0,25.5,38.62019994392392,-13.120199943923922
202.0,45.9,41.77026661017507,4.129733389824928
203.0,31.5,41.18411737586776,-9.684117375867757
204.0,46.1,43.75033542576421,2.3496645742357885
205.0,26.6,35.576807732507255,-8.976807732507254
206.0,21.4,35.32347106180811,-13.923471061808108
207.0,44.0,43.09506090071922,0.9049390992807815
208.0,34.2,41.02170086522268,-6.821700865222674
209.0,26.2,35.974027431916795,-9.774027431916796
210.0,40.9,44.575997289310365,-3.6759972893103665
211.0,52.2,43.01509917655694,9.184900823443066
212.0,43.5,43.86152034085873,-0.36152034085873197
213.0,31.1,32.738594622689135,-1.6385946226891335
214.0,58.0,45.19453048088056,12.805469519119441
215.0,20.9,32.90188185332323,-12.001881853323233
216.0,48.1,43.06488417142516,5.035115828574838
217.0,39.7,41.56006870470322,-1.8600687047032167
218.0,40.8,43.14541088320333,-2.3454108832033356
219.0,43.8,42.276817949106174,1.5231820508938227
220.0,40.2,42.004158411461454,-1.8041584114614508
221.0,78.3,44.49698108426877,33.80301891573123
222.0,38.5,35.66991449630355,2.830085503696452
223.0,48.5,42.72067381780231,5.779326182197693
224.0,42.3,35.66991449630355,6.630085503696449
225.0,46.0,43.49168220707542,2.5083177929245792
226.0,49.0,44.44560642630133,4.554393573698668
227.0,12.8,16.207623421714615,-3.4076234217146144
228.0,40.2,43.92654112002183,-3.726541120021828
229.0,46.6,22.82107216164067,23.77892783835933
230.0,19.0,37.45350342192753,-18.45350342192753
231.0,33.4,30.257071702199667,3.1429282978003314
232.0,14.7,16.260483895443123,-1.5604838954431237
233.0,17.4,13.805699849011674,3.5943001509883246
234.0,32.4,43.43049216014089,-11.030492160140895
235.0,23.9,29.75427629636547,-5.854276296365473
236.0,39.3,44.031331798666564,-4.731331798666567
237.0,61.9,43.13658966910277,18.76341033089723
238.0,39.0,40.52941219566962,-1.5294121956696216
239.0,40.6,40.52941219566962,0.07058780433037981
240.0,29.7,39.76783721144848,-10.06783721144848
241.0,28.8,33.414205070880435,-4.614205070880434
242.0,41.4,44.031331798666564,-2.631331798666565
243.0,33.4,30.765313646747476,2.6346863532525227
244.0,48.2,44.3687303478716,3.8312696521284053
245.0,21.7,34.523882868391766,-12.823882868391767
246.0,40.8,41.20647505418455,-0.4064750541845541
247.0,40.6,43.020520298089885,-2.4205202980898832
248.0,23.1,38.18947604316889,-15.089476043168887
249.0,22.3,38.522310392931914,-16.222310392931913
250.0,15.0,0.05581845982690936,14.94418154017309
251.0,30.0,42.76713787646555,-12.767137876465547
252.0,13.8,37.43141226090512,-23.63141226090512
253.0,52.7,45.19453048088056,7.505469519119444
254.0,25.9,33.247446579572866,-7.347446579572868
255.0,51.8,43.4551337536916,8.3448662463084
256.0,17.4,5.822722580573661,11.577277419426338
257.0,26.5,43.38792927560692,-16.887929275606922
258.0,43.9,42.62610738163076,1.2738926183692385
259.0,63.3,43.723661910170755,19.576338089829243
260.0,28.8,39.76783721144848,-10.96783721144848
261.0,30.7,35.06657598581607,-4.366575985816073
262.0,24.4,29.23577307288122,-4.835773072881221
263.0,53.0,43.75033542576421,9.249664574235787
264.0,31.7,30.257071702199667,1.4429282978003322
265.0,40.6,42.26646444211418,-1.6664644421141759
266.0,38.1,39.92609111410603,-1.8260911141060276
267.0,23.7,32.90188185332323,-9.201881853323233
268.0,41.1,42.345612816495226,-1.2456128164952247
269.0,40.1,43.01509917655694,-2.915099176556936
270.0,23.0,39.76783721144848,-16.76783721144848
271.0,117.5,44.01716208354923,73.48283791645076
272.0,26.5,42.571580267055886,-16.071580267055886
273.0,40.5,42.276817949106174,-1.7768179491061744
274.0,29.3,44.615942204236,-15.315942204235999
275.0,41.0,42.9900530867311,-1.990053086731102
276.0,49.7,45.68161966671605,4.01838033328395
277.0,34.0,42.50288343736368,-8.502883437363678
278.0,27.7,29.982914729511293,-2.282914729511294
279.0,44.0,44.33808449004301,-0.3380844900430091
280.0,31.1,34.56438333026618,-3.4643833302661804
281.0,45.4,44.51281163059117,0.8871883694088254
282.0,44.8,43.03540605149677,1.7645939485032258
283.0,25.6,35.27934683617624,-9.679346836176236
284.0,23.5,31.482216120439574,-7.982216120439574
285.0,34.4,43.06802428254485,-8.668024282544849
286.0,55.3,40.63514113138342,14.664858868616577
287.0,56.3,45.19453048088056,11.105469519119438
288.0,32.9,42.50288343736368,-9.60288343736368
289.0,51.0,43.50076485503424,7.499235144965759
290.0,44.5,43.75033542576421,0.749664574235787
291.0,37.0,42.29051926189413,-5.290519261894133
292.0,54.4,45.44130813917871,8.95869186082129
293.0,24.5,42.97801696237918,-18.47801696237918
294.0,42.5,43.06802428254485,-0.5680242825448474
295.0,38.1,43.414810485876664,-5.314810485876663
296.0,21.8,30.0231319713726,-8.223131971372599
297.0,34.1,37.540473752106486,-3.4404737521064845
298.0,28.5,41.73359034468277,-13.233590344682767
299.0,16.7,16.207623421714615,0.49237657828538417
300.0,46.1,44.9674451100938,1.1325548899062028
301.0,36.9,44.716773612338514,-7.816773612338515
302.0,35.7,42.49792200369816,-6.7979220036981545
303.0,23.2,29.23577307288122,-6.03577307288122
304.0,38.4,42.65822670973267,-4.258226709732675
305.0,29.4,34.04272837637966,-4.642728376379658
306.0,55.0,43.75033542576421,11.249664574235787
307.0,50.2,44.61702134510645,5.582978654893552
308.0,24.7,23.485106899552644,1.2148931004473553
309.0,53.0,43.75033542576421,9.249664574235787
310.0,19.1,36.66689251475282,-17.566892514752816
311.0,24.7,33.91625248539796,-9.216252485397963
312.0,42.2,41.9459167574839,0.2540832425161028
313.0,78.0,43.53825156548713,34.46174843451287
314.0,42.8,45.090290701471574,-2.2902907014715765
315.0,41.6,41.654240811471894,-0.054240811471892414
316.0,27.3,33.09627971308947,-5.796279713089472
317.0,42.0,44.031331798666564,-2.0313317986665638
318.0,37.5,40.38479497354063,-2.884794973540629
319.0,49.8,43.09506090071922,6.704939099280779
320.0,26.9,43.87122316802574,-16.971223168025745
321.0,18.6,15.370061960386963,3.229938039613039
322.0,37.7,38.84536566398594,-1.1453656639859346
323.0,33.1,44.4899209176856,-11.3899209176856
324.0,42.5,44.41983122649303,-1.9198312264930308
325.0,31.3,33.414205070880435,-2.114205070880434
326.0,38.1,42.301596069227294,-4.201596069227293
327.0,62.1,45.44130813917871,16.658691860821293
328.0,36.7,40.35160158800439,-3.6516015880043895
329.0,23.6,34.9749579426015,-11.374957942601498
330.0,19.2,15.370061960386963,3.8299380396130367
331.0,12.8,37.45085277308691,-24.650852773086907
332.0,15.6,13.029204979741053,2.570795020258947
333.0,39.6,41.36556046175238,-1.7655604617523792
334.0,38.4,45.090290701471574,-6.690290701471575
335.0,22.8,38.49249240898779,-15.692492408987793
336.0,36.5,43.39974681220514,-6.899746812205137
337.0,35.6,32.291484628662914,3.308515371337087
338.0,30.9,41.48794781767305,-10.587947817673054
339.0,36.3,43.97646699869145,-7.676466998691453
340.0,50.4,43.4551337536916,6.9448662463084005
341.0,42.9,43.884213525960284,-0.9842135259602856
342.0,37.0,40.40437709572897,-3.404377095728968
343.0,53.5,45.19453048088056,8.305469519119441
344.0,46.6,41.760819407225014,4.839180592774987
345.0,41.2,23.446763267008812,17.75323673299119
346.0,37.9,44.50482773104218,-6.604827731042178
347.0,30.8,33.414205070880435,-2.614205070880434
348.0,11.2,-1.2649163438626942,12.464916343862694
349.0,53.7,43.965757651170165,9.734242348829838
350.0,47.0,45.090290701471574,1.9097092985284263
351.0,42.3,42.276817949106174,0.023182050893822748
352.0,28.6,30.018375327562715,-1.418375327562714
353.0,25.7,26.425722199238287,-0.7257221992382874
354.0,31.3,30.257071702199667,1.0429282978003336
355.0,30.1,35.974027431916795,-5.874027431916794
356.0,60.7,43.06379849470825,17.63620150529175
357.0,45.3,44.31588585065665,0.9841141493433483
358.0,44.9,43.38982467107926,1.510175328920738
359.0,45.1,44.44560642630133,0.6543935736986697
360.0,24.7,28.35719554401426,-3.657195544014261
361.0,47.1,45.21743382975595,1.8825661702440541
362.0,63.3,43.80930183249326,19.490698167506736
363.0,40.0,38.8261183223772,1.173881677622802
364.0,48.0,45.05299716159173,2.9470028384082667
365.0,33.1,41.391515034235645,-8.291515034235644
366.0,29.5,29.428791142840012,0.07120885715998782
367.0,24.8,32.76852153740754,-7.968521537407536
368.0,20.9,32.57408010533158,-11.674080105331583
369.0,43.1,43.30352535446982,-0.2035253544698179
370.0,22.8,29.982914729511293,-7.1829147295112925
371.0,42.1,43.75033542576421,-1.6503354257642115
372.0,51.7,43.57915797604701,8.120842023952996
373.0,41.5,44.706889960086215,-3.2068899600862153
374.0,52.2,43.86152034085873,8.33847965914127
375.0,49.5,43.01509917655694,6.484900823443063
376.0,23.8,37.442058428577326,-13.642058428577325
377.0,30.5,33.38108285345005,-2.881082853450053
378.0,56.8,45.49078594926348,11.309214050736514
379.0,37.4,41.582156234699816,-4.182156234699818
380.0,69.7,43.723661910170755,25.976338089829248
381.0,53.3,43.75033542576421,9.549664574235784
382.0,47.3,44.88886462814929,2.4111353718507047
383.0,29.3,20.2195511002129,9.0804488997871
384.0,40.3,42.17599816028624,-1.8759981602862439
385.0,12.9,16.319662354079423,-3.4196623540794224
386.0,46.6,45.249501524670855,1.3504984753291467
387.0,55.3,44.50482773104218,10.79517226895782
388.0,25.6,30.575302066158596,-4.975302066158594
389.0,27.3,29.497737060902722,-2.197737060902721
390.0,67.7,44.96282862388014,22.73717137611986
391.0,38.6,43.10760464247925,-4.507604642479251
392.0,31.3,31.764869693521185,-0.4648696935211838
393.0,35.3,42.628514025537015,-7.328514025537018
394.0,40.3,38.8261183223772,1.4738816776227992
395.0,24.7,15.813613549120298,8.886386450879701
396.0,42.5,42.12927194155958,0.3707280584404202
397.0,31.9,39.18024718610012,-7.2802471861001194
398.0,32.2,37.392313374993,-5.192313374992999
399.0,23.0,33.38108285345005,-10.381082853450053
400.0,37.3,44.615942204236,-7.315942204236002
401.0,35.5,42.345612816495226,-6.845612816495226
402.0,27.7,30.056246926751363,-2.356246926751364
403.0,28.5,44.4899209176856,-15.989920917685602
404.0,39.7,44.67539589462862,-4.975395894628619
405.0,41.2,43.75033542576421,-2.55033542576421
406.0,37.2,44.90013823708131,-7.700138237081305
407.0,40.5,43.14893733546911,-2.648937335469107
408.0,22.3,28.35719554401426,-6.0571955440142595
409.0,28.1,30.051061821896003,-1.9510618218960012
410.0,15.4,16.207623421714615,-0.8076234217146148
411.0,50.0,45.19453048088056,4.805469519119441
412.0,40.6,43.012185641447736,-2.412185641447735
413.0,52.5,45.090290701471574,7.409709298528426
414.0,63.9,45.19453048088056,18.70546951911944
